파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,평균합계,학교급
공립_중등_결산_세입_2024.csv,4079561699768,32657959436,253253777691,0,43283813577,87704813139,4496462063611,중등
공립_중등_결산_세입_2022.csv,3714909402638,27349400471,159105689516,0,24101415051,165818744971,4091284652647,중등
공립_중등_결산_세입_2023.csv,3982458086864,26942312715,190390128643,0,32639785131,155009888209,4387440201562,중등
공립_고등_결산_세입_2024.csv,3782694699518,71532049199,416975502756,0,60114929221,139018019296,4470335199990,고등
공립_고등_결산_세입_2023.csv,3615391299204,61158726349,314864185259,0,42218301050,184975911824,4218608423686,고등
공립_고등_결산_세입_2022.csv,3407140312409,64604811276,275228777480,0,31666076018,184767596106,3963407573289,고등
공립_초등_결산_세입_2024.csv,9594138722810,85912377332,1041524766570,0,83920908240,190950409330,10996447184282,초등
공립_초등_결산_세입_2022.csv,8638782591940,88182706801,620910072470,0,37489158494,454552730159,9839917259864,초등
공립_초등_결산_세입_2023.csv,9310357160673,81061722636,916959848366,0,59429920282,226394392261,10594203044218,초등
public_결산_세입_초등_합계,27543278475423,255156806769,2579394687406,0,180839987016,871897531750,31430567488364,초등
public_결산_세입_중등_합계,11776929189270,86949672622,602749595850,0,100025013759,408533446319,12975186917820,중등
public_결산_세입_고등_합계,10805226311131,197295586824,1007068465495,0,133999306289,508761527226,12652351196965,고등
2024_합계,17456395122096,190102385967,1711754047017,0,187319651038,417673241765,19963244447883,
2022_합계,15760832306987,180136918548,1055244539466,0,93256649563,805139071236,17894609485800,
2023_합계,16908206546741,169162761700,1422214162268,0,134288006463,566380192294,19200251669466,
